blue_win,GoldDiff,MinionDiff,JgMinionDiff,LevelDiff,KillDiff,HeraldDiff,DragonDiff,TowersDiff
0,-5893,-63,-36,-0.8,-5,-1,-1,-2
0,-3086,12,-19,-0.4,-7,-1,-2,0
1,2697,-13,17,0.4,0,1,1,1
0,6963,43,0,0.4,8,1,-2,2
1,2898,2,-12,0.2,3,0,1,0
1,6627,-5,76,0.8,8,1,1,2
1,705,-22,17,0,3,0,0,0
0,472,-38,-11,0,1,0,0,1
1,686,64,-25,-0.4,-3,0,-2,1
1,6157,54,-6,0.6,8,0,0,1
0,-4098,25,-21,-0.4,0,-1,-2,-1
0,-2342,21,18,0,-5,-1,0,-1
1,12311,113,29,1.8,18,1,2,4
1,5307,55,0,1,8,0,-1,1
1,2808,15,29,0.4,4,1,1,0
0,-1606,19,-1,-0.2,-2,-1,1,-1
1,4011,34,-5,0.6,7,1,0,1
1,4214,19,-11,0.6,6,1,1,1
0,-3225,-49,-17,-0.4,-6,-1,-1,-1
0,2011,-3,7,-0.4,0,1,2,3
0,-3323,-7,-47,-0.6,-1,-1,1,-1
0,-3373,-1,-49,-0.4,-7,0,-1,0
1,-1381,15,-2,0.6,1,0,0,-1
0,-9715,-109,-11,-1.2,-9,-1,-2,-4
1,2446,0,1,0.4,1,0,1,2
0,-9015,-79,-20,-1.6,-12,0,-2,-1
0,-1892,-44,6,-0.2,-3,0,-1,0
0,-813,-36,38,0.2,-3,-1,0,-1
1,10347,92,56,1.4,7,1,1,6
0,-8075,-127,-36,-1.2,-8,0,-1,-2
1,3165,73,-8,0.2,1,1,1,3
1,2771,-38,11,-0.2,3,1,2,1
0,-2808,-35,-30,-0.4,-3,0,1,0
0,919,-2,24,0.4,0,1,-1,1
0,3691,2,38,0.6,8,1,1,0
0,106,-1,-4,-0.4,-2,-1,-2,1
1,2941,-10,21,0.4,4,1,1,1
1,4203,12,-1,-0.2,9,1,2,1
1,7793,79,64,2,4,1,2,4
1,-7688,-112,-2,-0.8,-7,1,-2,-3
0,655,-21,-1,0.2,3,1,-2,2
1,1449,-7,-4,0,3,0,-1,0
0,-3104,-3,9,-0.2,-6,1,-1,-1
1,8080,92,42,1.2,12,0,1,1
1,428,-26,-28,-0.2,1,0,0,1
1,7371,24,12,1,10,1,2,2
0,-9578,-100,-28,-1.2,-10,-1,-1,-10
1,-769,-28,-42,0,7,-1,0,-2
0,-6995,-80,-26,-1,-8,0,1,-2
0,2279,51,-12,-0.4,1,1,-1,1
0,-1441,-6,-3,-0.4,-3,-1,0,-1
1,-6244,-83,-22,-0.8,-8,1,0,-1
1,1891,-10,19,-0.4,-2,1,-2,2
1,1663,57,17,0,1,-1,2,1
0,-7197,-9,-22,-0.8,-11,-1,-2,-2
0,-1117,-34,-17,-0.4,-4,0,0,0
1,12257,134,13,2.2,11,1,2,6
0,-5252,1,-18,-0.6,-8,0,0,-1
1,7159,37,32,1,7,1,2,2
1,7465,73,-16,0.8,11,1,1,3
0,-776,45,-11,-0.2,1,-1,-2,-1
0,-2104,-14,11,-0.4,-3,-1,2,-1
0,-4563,-22,-23,-1,-4,-1,-1,-2
0,-2376,54,-32,-0.6,-9,1,0,0
0,-1234,-26,-3,0,-1,-1,1,0
1,3638,45,1,0.6,1,1,-1,1
0,-11193,-63,-48,-1.6,-9,-1,-2,-4
1,889,-45,64,0.2,3,1,1,0
0,-4260,-81,28,-1,-6,1,0,-2
1,1139,35,-5,0.4,1,1,-1,0
1,3313,24,-3,0.2,6,1,-1,0
0,-4457,-8,-13,-0.6,-8,0,-2,-1
1,7488,58,-4,0.6,14,1,2,1
1,2968,59,-12,0.8,5,-1,1,0
1,6486,62,11,1.2,5,0,1,2
0,-6377,-73,-13,-0.8,-7,-1,1,-3
1,-625,2,-4,0.2,-1,0,0,0
1,982,-19,13,0.8,2,1,2,0
0,553,49,-6,-0.4,-5,0,0,0
0,743,-15,3,0,0,-1,1,0
0,-1160,-42,-19,-0.4,-5,0,-1,0
1,10394,64,28,1.8,16,-1,2,2
0,-2567,-12,6,-0.2,-2,-1,2,-1
0,-9969,-73,-35,-1.2,-11,0,-1,-3
0,-2966,-67,-9,0,-1,1,0,-1
0,3182,30,-26,0.2,2,1,-2,2
1,4458,12,35,1,5,-1,2,1
1,6422,27,-2,0.4,4,1,1,1
0,-2385,33,-3,0,-4,-1,-1,-1
0,-1491,19,-17,-0.2,-6,1,0,1
0,-7394,19,-52,-0.8,-10,-1,0,-2
1,1183,22,23,0,0,1,2,1
0,-2081,-3,-35,-0.8,-1,-1,-2,-1
1,4684,106,15,0.2,0,1,2,1
1,9509,51,-3,1.4,14,1,2,4
1,5826,54,23,1.2,6,-1,2,1
0,-3831,-103,-29,-0.8,-2,1,1,-1
1,8966,47,32,1.2,12,1,1,2
0,-3246,-45,-7,0,-4,0,-2,0
0,-2527,-41,-34,-0.6,-7,1,-2,0
0,-12192,-158,-32,-2,-7,-1,-2,-8
0,-433,-25,-1,0,-1,1,0,0
0,-4790,-28,26,-0.8,-9,0,-2,-3
1,-2900,0,23,0.2,-6,-1,-1,0
1,3257,60,-20,0.2,6,-1,0,0
0,-2862,2,-21,-0.4,-2,-1,-1,-2
1,5653,46,27,0.4,7,1,2,2
1,5779,26,-28,0.4,8,1,1,3
0,-1256,-26,3,-0.4,1,-1,0,-1
0,-9405,-153,-28,-1.4,-9,0,-2,-3
0,-4981,-70,-46,-1.2,-5,1,-1,-1
0,-2224,-35,-20,-0.4,-2,1,-2,0
0,-2618,-61,18,-0.4,-5,-1,2,-1
0,-2130,-61,-8,0.2,-2,1,0,0
1,-3468,-19,-6,-0.4,-5,0,-2,-1
0,5211,42,6,0.6,6,0,1,2
0,-2904,-26,3,-0.4,-4,0,-2,0
1,2893,9,24,0.8,5,-1,2,0
1,9318,83,8,0.8,14,1,1,2
0,-886,-49,-21,-0.4,-4,1,-1,2
1,3363,16,0,0.4,6,1,-1,1
1,-3275,9,-27,-0.2,-4,-1,1,-1
0,-365,-74,13,-0.4,2,1,0,0
1,11654,117,39,2.4,11,1,1,4
0,1157,-69,20,0.2,6,-1,2,-1
0,1816,40,7,-0.2,1,-1,1,0
1,4756,27,-15,0.6,8,-1,1,1
0,2696,32,12,0.2,3,1,0,1
1,14974,127,20,1.8,13,1,2,8
0,-1804,-40,-46,-0.2,-2,1,0,-1
1,2892,-37,30,0.4,6,1,0,0
0,412,6,15,-0.6,-3,1,1,1
0,-2277,-2,-10,0.2,-3,-1,-1,-1
1,-1609,-5,-14,0.4,-1,-1,0,-1
1,2163,-14,40,0,1,1,2,1
0,-4749,-1,-39,-0.4,-5,-1,-1,-2
1,5405,56,9,0.8,10,-1,2,1
0,2130,29,-23,-0.2,1,1,-1,1
1,1760,36,-1,0.6,8,-1,0,-2
0,-1433,-10,-25,-0.2,-4,1,-1,0
1,898,70,15,0,-5,-1,-1,1
1,12569,100,5,1.4,16,1,2,5
1,10603,88,4,1.4,14,1,0,3
1,1951,37,36,0.6,3,-1,0,-1
1,-4509,12,-34,-0.4,-4,1,2,0
1,5518,63,-13,0.4,8,1,1,2
0,571,-22,4,0,-2,1,0,1
0,-1188,38,-8,-0.6,-4,0,-1,0
1,-1346,14,-15,-0.2,-2,-1,2,0
1,-4042,-70,5,-0.2,-5,1,1,-1
1,6229,26,4,0.4,6,1,-2,3
1,2945,8,-1,0.6,7,0,-2,1
1,4285,37,-25,0.6,5,1,1,1
0,-12581,-72,-27,-1.6,-14,-1,-2,-5
1,422,-5,-17,-0.6,-1,1,2,2
0,-1598,16,3,-0.4,-2,0,2,-1
0,2880,48,-12,0.2,1,0,-2,1
0,-11740,-76,-42,-1.4,-11,-1,-1,-3
0,-4452,-65,-36,-0.2,-1,0,-1,-1
0,-11758,-125,-44,-2,-9,-1,-1,-3
0,-3393,24,-7,-0.2,-6,-1,0,-1
1,3840,-6,56,0,4,1,2,1
1,318,-54,23,-0.2,1,-1,2,1
1,5803,65,-16,1,8,1,0,1
0,-6692,-115,-26,-1,-5,-1,-2,-2
0,2568,-3,-6,0,3,1,0,1
1,4400,65,1,1,8,-1,0,1
1,3571,56,-10,0.4,-3,1,-2,3
1,3853,32,-8,-0.2,1,1,0,2
1,2943,-37,-3,0.6,5,-1,0,1
1,-165,28,-15,0,2,-1,1,0
1,11740,95,21,1.4,11,-1,1,5
1,-17,22,-22,-0.4,0,1,2,1
0,-1921,-14,-10,-0.2,2,-1,0,-1
0,-891,-50,-22,-0.6,1,1,-1,0
1,4367,89,-1,0.4,2,0,2,1
0,-4706,-102,-4,-0.6,-4,-1,2,-2
1,-558,-1,-5,0.4,5,1,2,-1
1,-46,26,27,-0.2,-1,1,2,0
0,-3895,-65,-4,-1,-5,0,1,0
0,-7155,-112,14,-1,-7,-1,-1,-2
0,1913,21,33,0.6,4,-1,-1,-1
1,4429,34,-3,0.6,3,0,0,2
0,-1849,58,-35,-0.4,-10,1,-2,1
0,-7674,-20,-22,-0.6,-5,-1,0,-2
0,-1898,39,-8,-0.6,-6,0,1,-1
1,8097,55,8,1.2,12,1,-1,2
0,-3738,-19,-13,-0.2,-4,-1,0,-1
1,2338,16,20,-0.2,1,0,0,1
1,-1679,7,8,0.2,-1,-1,1,0
1,1604,-54,-11,0,4,1,0,1
0,-642,11,-30,-0.4,-7,1,-2,1
0,-1459,-18,-12,-0.2,-2,0,0,-1
1,-2387,-63,-33,-0.2,0,-1,-2,-1
1,4574,20,9,0.4,6,1,2,2
0,-4503,-32,-32,-0.4,-3,-1,-1,-2
0,-5422,-106,-8,-1,-5,1,-2,-1
0,-3363,-73,0,-0.2,-2,-1,-1,-1
0,-1002,21,-9,0.2,-2,-1,0,-2
1,3705,70,-22,0.2,3,1,-1,1
0,1153,-6,25,0.6,3,-1,0,0
1,3978,65,-11,0.6,-2,1,0,2
0,-1183,9,-12,0,3,0,1,0
1,7874,33,14,1.4,14,0,1,2
1,-1723,26,-35,-0.2,-3,0,1,0
1,4110,44,8,0.2,5,0,1,1
0,-1742,-15,-1,-0.4,-3,0,1,0
0,-8666,-60,-9,-1.2,-11,-1,-2,-3
1,-1781,35,7,-0.2,-4,-1,2,0
1,2529,26,1,0.2,6,0,2,0
1,-112,12,14,-0.2,-4,0,0,0
0,-1854,24,-18,-0.2,-4,-1,-2,-1
0,-5342,-62,-30,-1,-5,0,-2,-1
0,-674,-6,-12,-0.4,-4,-1,1,0
0,-1202,-53,-13,0.2,1,-1,-1,0
1,10146,118,43,1.2,12,1,2,4
1,8437,-4,16,1,12,1,2,4
0,-3291,-71,3,-1,-5,1,0,0
0,3019,13,-21,-0.2,5,1,-2,3
1,1790,29,-21,0.6,4,0,-2,2
0,1698,23,-17,0.2,1,1,-1,0
0,-1451,-30,17,0.2,-5,0,0,-1
1,7537,99,-6,0.8,11,-1,1,2
0,-2098,-6,-2,-1,-7,0,-1,0
0,-3432,-4,-5,-0.2,-6,-1,-2,0
0,-4427,-46,-21,-1,-7,1,0,-1
1,-6640,-3,-25,-0.6,-8,-1,-2,-3
0,2516,16,-32,0,6,0,-1,1
0,-6940,-54,-38,-0.8,-9,-1,-2,-1
0,-1741,-1,12,-0.4,-7,-1,0,-1
1,-224,9,-23,-0.4,0,0,-1,0
0,-1363,-28,-29,-0.2,1,1,0,-1
1,350,17,-9,-0.2,3,1,-1,-1
0,-2829,-36,37,-0.2,-8,1,-1,0
0,-11725,-112,-28,-1.4,-12,-1,0,-2
1,5838,48,0,0.6,6,0,2,2
1,6338,25,-5,1.4,9,1,2,2
1,1172,-8,1,0.2,0,1,0,1
0,-1485,12,-5,0,-3,1,-2,0
1,-5476,30,-18,-0.6,-8,-1,1,-1
0,2725,22,-13,0.2,4,-1,-1,0
1,6075,55,8,0.2,6,0,2,1
0,-6343,-41,-11,-0.8,-11,-1,-2,-1
1,3238,72,9,0.8,3,-1,2,1
0,-5886,-29,13,-0.8,-7,1,2,-1
1,12347,38,35,1.4,15,1,1,6
0,97,1,-8,0.2,-2,1,-1,1
1,-3936,-15,5,-0.4,-6,-1,-2,-2
1,5426,45,32,0.8,5,1,-1,2
0,6616,70,6,0.4,7,1,2,3
1,4579,-11,-8,0.4,6,1,0,1
0,-4920,-39,-65,-0.8,-4,0,-1,-2
0,-6384,-51,26,-0.6,-9,-1,-1,-3
0,202,30,5,-0.8,-3,1,2,0
1,2542,16,-4,0,5,0,2,1
0,626,29,-21,0,1,1,-2,0
0,-4522,-8,-15,-0.2,-4,0,0,-2
0,-5309,-65,24,-0.8,-10,-1,1,-2
0,6678,-9,36,1,9,1,0,2
0,-744,10,44,-0.2,-8,1,-2,0
1,7479,94,41,1,4,1,1,3
0,307,31,24,0.2,-3,-1,-2,0
0,1374,28,-15,0,2,0,0,1
0,-9718,-47,-4,-1.4,-16,-1,1,-2
1,-937,40,7,0.2,-2,-1,0,-2
1,1785,-34,7,0.6,10,-1,1,-1
0,-1098,-5,-10,0.2,0,-1,-2,-1
1,5371,34,24,0.6,10,1,2,3
1,-1482,-10,-4,-0.2,0,0,0,-2
1,2621,-58,-3,0.2,6,0,2,0
1,40,4,-47,-0.6,-1,1,-1,0
1,6690,48,36,0.8,10,-1,-1,2
0,-4089,-32,-36,-0.6,-8,0,-1,-1
1,9736,48,84,1.4,13,1,2,3
0,-6379,-83,-5,-0.6,-10,0,0,-1
0,-11334,-137,-27,-1.2,-10,1,-1,-3
1,1547,40,28,0.2,-2,-1,-2,0
1,4792,80,14,0.4,2,1,2,2
1,541,-10,-1,0.2,3,1,0,0
1,948,72,-24,0.2,4,-1,1,-1
1,170,19,-22,0.2,3,-1,0,0
1,8179,58,15,1.2,13,1,2,2
0,-1519,-13,-25,0,0,0,-1,0
0,-3006,-13,10,0,-4,-1,2,0
1,8488,57,-10,0.8,10,1,1,4
1,-3267,-35,-31,-0.6,-2,-1,1,0
1,6822,101,-39,1.4,12,0,0,1
1,3591,-55,-15,0,8,-1,0,-1
0,6602,55,-8,0.2,7,0,1,2
0,-6011,-47,8,-0.8,-8,1,0,-2
1,1974,67,-29,0.2,1,-1,0,1
0,-1766,-11,-16,-0.2,0,1,0,0
0,-890,-52,-28,0.2,3,0,-1,-1
1,-3187,39,-8,-0.4,-3,0,-1,-2
1,-2218,-7,0,0.2,-2,1,-1,-1
1,-2113,-10,-2,0,0,-1,-1,-1
1,6895,81,9,1.2,7,1,1,3
1,3058,-13,1,0.2,3,1,0,1
1,1335,21,-2,0,5,1,-1,0
1,2859,-33,-6,0,7,1,1,1
1,5316,-3,2,0.6,6,1,-1,2
0,-5518,-40,-3,-0.6,-10,-1,-1,-2
1,6841,76,12,0.8,10,1,2,2
0,-5710,-60,-25,-0.6,-5,-1,0,-2
0,675,62,17,0.2,-1,-1,-1,0
0,-5975,-49,-31,-0.6,-4,-1,-2,-2
1,-5599,-21,-19,-1,-8,0,0,-1
0,-7914,-20,-26,-1,-13,-1,-2,-2
1,6105,58,-17,1.2,8,0,-2,1
1,5855,61,1,0.8,9,0,2,1
0,-1229,-3,25,-0.4,-4,1,0,0
0,-4760,-11,8,-0.2,-8,-1,2,-1
1,128,51,14,0.2,0,-1,1,0
0,1170,-15,-13,0,5,-1,0,-1
1,5774,45,1,0.8,5,1,0,2
1,5978,69,7,0.2,3,1,-1,3
0,-2960,16,-16,-0.2,-9,-1,0,0
0,-10550,-128,-38,-1.4,-6,-1,-2,-5
1,8280,35,60,1.4,14,1,2,3
0,-4805,-57,-23,-0.6,-4,1,-2,-1
1,5916,43,22,0.4,5,1,0,2
0,-163,35,-18,-0.2,-6,0,-2,1
0,-8065,-33,-28,-0.8,-12,-1,-1,-3
1,3117,4,36,1,7,0,1,1
1,1240,27,-4,-0.2,0,1,0,1
1,3933,11,-1,0.4,7,1,1,3
0,-1421,18,-28,-0.2,-4,-1,-1,0
1,4935,39,20,0.8,8,1,2,1
1,1247,79,-19,0.2,-2,1,-1,0
1,6249,-18,33,1.4,9,-1,1,3
0,-8095,-96,-28,-0.8,-7,-1,-1,-3
0,-1390,-19,-27,-0.4,-2,1,-2,1
1,458,-15,20,0.4,2,1,2,0
1,1636,42,1,0.6,2,-1,-2,0
1,1081,8,-15,0.4,4,0,1,0
0,751,50,-32,-0.4,-5,1,-2,2
1,2655,-3,41,0.2,3,0,1,1
1,4942,-6,46,0.6,6,1,2,2
0,-6627,-52,-41,-1.2,-12,-1,-1,-1
1,2961,60,0,0.4,5,0,0,0
1,3622,-14,-11,1,10,0,0,1
1,-737,6,15,0,-4,0,0,1
0,-4557,8,-24,-1,-8,0,-1,-1
0,-861,42,14,-0.4,-4,1,0,2
0,-3014,-19,-28,-0.6,-4,-1,-1,-2
1,5262,-12,-14,0.8,9,1,2,2
1,2601,3,15,0.4,1,0,0,1
0,-310,33,23,0,-5,0,1,0
1,-1519,-25,16,-0.4,-4,1,0,0
1,9864,199,-4,2,5,0,1,5
1,2148,17,4,0.2,0,1,2,0
1,4022,74,-11,1.2,9,-1,0,0
1,4617,63,7,1,6,-1,-1,1
0,-2658,-106,11,-0.2,-2,-1,-2,0
1,539,2,-25,-0.4,0,1,0,1
1,3014,-37,-3,0.4,7,-1,-2,0
1,6658,74,12,1.2,9,1,0,2
0,2953,-3,52,0.6,2,0,1,1
1,2825,12,7,0.4,3,1,0,1
0,874,-3,21,0.2,1,0,1,0
0,1515,15,18,0.2,4,-1,1,1
1,10339,82,47,1.8,14,1,2,6
0,-7359,-65,-25,-1,-8,1,-2,-3
0,3060,73,4,0.4,0,1,-1,2
1,2708,11,0,0.4,4,-1,1,0
1,8910,50,80,1.6,16,-1,0,1
1,14940,104,52,2.4,14,1,1,9
1,372,39,33,0.2,0,-1,0,0
1,2038,26,8,0.6,2,0,1,0
1,7,4,-5,-0.2,-1,1,1,1
0,-11114,-103,-18,-1.4,-15,-1,-2,-3
1,6856,43,32,1.2,11,-1,2,1
0,-7216,-94,-27,-1.4,-8,-1,-1,-3
0,-518,-11,8,0,-4,0,1,0
1,5396,23,18,0.6,10,1,0,2
1,8026,123,14,0.8,5,1,-1,4
1,3795,-13,-7,0.6,4,1,-2,1
1,2379,-39,45,0.4,-1,0,2,1
1,9286,74,-28,1,10,1,1,4
1,-704,-34,-53,-0.6,3,1,0,0
1,9902,99,4,1.2,13,0,2,4
1,5005,43,15,0.6,4,-1,1,1
1,10070,66,24,1.4,15,1,-1,3
0,-3816,8,9,0,-5,-1,0,-1
1,3712,10,22,0.4,6,1,2,1
0,-2385,-46,36,-0.6,-8,0,-1,0
0,-1545,-39,-6,-0.4,-1,0,1,-1
0,-8917,-34,0,-1.2,-15,-1,0,-2
1,1201,-20,28,0,2,1,0,2
1,5115,-12,16,0.2,9,1,0,1
0,124,31,-20,0,5,1,-1,0
0,-5275,-2,-6,-1,-8,1,0,1
1,1778,-36,25,0.2,4,1,2,1
0,716,8,1,-0.2,2,-1,0,0
1,5626,82,14,1,7,1,-1,1
0,-4150,-22,-80,-1,-1,-1,-2,-1
0,3298,-1,-17,-0.2,2,1,0,2
1,-1030,30,17,0,0,1,0,-1
1,4412,3,12,0.6,7,0,2,1
1,-2664,4,7,-0.6,-8,-1,-1,0
1,943,-52,24,0,-1,1,-1,0
0,-6365,-41,-20,-0.8,-9,1,0,-2
0,-100,33,24,0.6,-2,-1,-2,-1
1,4059,8,12,0,6,-1,1,1
0,-2333,14,-48,-0.6,1,-1,0,0
1,1999,45,-24,0.6,4,1,-2,0
0,-8101,-76,-41,-1,-8,0,0,-3
0,-1988,-98,-7,-0.4,-2,1,0,0
0,-1871,-1,-4,-0.4,-3,-1,-1,0
0,4390,19,-16,0.4,4,1,0,3
1,7023,79,11,0.8,7,0,2,1
1,587,1,24,0.2,0,-1,1,-1
0,-6336,-80,-37,-0.8,-5,0,-1,-2
0,-3070,-109,30,-0.4,-5,-1,0,-1
0,-839,7,-26,-0.4,-2,1,-2,1
1,3334,-7,-11,1,6,1,0,1
0,-1944,58,7,-0.6,-7,1,-2,-1
0,-9433,-106,4,-1.2,-13,-1,-2,-4
0,-8564,-90,3,-0.8,-15,-1,-2,-4
0,-4450,-86,2,-0.2,-5,1,0,-2
1,2646,23,-11,-0.2,-1,1,-1,2
0,-2272,-46,16,0,0,1,2,-1
0,1095,1,13,0,2,1,2,0
0,-5048,-70,-5,-1,-5,0,0,-2
1,3453,42,-3,0.2,2,1,-2,1
0,-1485,-12,18,-0.2,-4,1,-1,1
0,-1651,-43,0,0.2,-2,0,-2,-1
0,-9588,-115,-20,-1.4,-7,-1,-2,-4
0,-8397,-46,-29,-1.8,-8,-1,-1,-6
1,4771,-20,20,1,9,0,-1,0
1,7981,-13,18,1,11,1,0,3
0,-2229,4,-21,-0.4,-4,-1,-1,0
1,1979,16,-1,-0.2,0,1,-2,1
0,-2117,-43,28,0,-1,-1,2,-1
1,1122,7,8,-0.2,-1,1,2,0
0,3190,9,-11,0,4,-1,0,2
0,958,5,-3,0.2,2,1,-1,0
0,-213,14,-17,0,-3,-1,-1,1
0,-312,10,9,0,0,1,0,0
1,5461,51,44,0.2,1,1,2,2
1,-2122,-42,9,-0.2,-3,-1,1,0
1,8084,70,30,0.8,7,1,1,2
0,-93,-26,8,0,1,-1,1,-1
1,-6115,-27,-20,-0.4,-8,-1,-1,-1
0,-3709,-17,18,-0.4,-6,0,-1,-1
0,-4668,-2,-29,-1,-7,-1,0,-1
0,55,-76,12,-0.4,2,0,0,1
1,6495,46,6,0.4,12,0,2,1
0,-2793,4,-5,-0.2,-3,1,-2,-2
0,-5836,-65,-29,-0.6,-5,0,-1,-1
0,-4962,-34,-42,-1,-9,1,0,0
1,11805,137,49,2.2,8,1,2,5
1,-929,32,-8,0,-1,-1,-1,0
0,-2482,-58,-10,0.2,-1,-1,0,-2
0,-5963,-18,-9,-0.8,-11,-1,0,0
0,-1260,19,-18,-0.2,2,0,-2,-1
1,7269,77,0,1.8,11,-1,1,1
1,-2117,16,-23,-0.4,0,-1,1,-1
1,2601,71,29,0.4,0,1,-1,0
1,2632,6,25,0,1,0,1,1
1,4824,28,-2,1,12,-1,1,-1
1,4474,-9,-11,0.6,7,1,0,2
0,1699,-1,-3,0.6,2,0,0,2
1,5876,34,51,0.4,3,1,-1,2
0,-3414,-48,-19,-0.8,-4,1,2,0
1,2880,34,-24,0.2,7,0,-1,0
1,3130,15,12,0.6,7,0,2,0
0,-5621,5,-26,-0.2,-8,-1,-2,-2
1,1226,75,3,0.2,-3,0,-1,0
0,-8324,-71,-13,-1,-11,0,0,-1
0,1647,-80,24,0.2,7,1,1,0
0,-1939,-37,-15,0,-3,1,-2,0
0,-986,41,-31,0.4,0,-1,0,0
0,-6033,-89,-33,-1.2,-5,-1,0,-2
0,-2723,3,-18,-0.6,-10,1,-2,1
1,1456,10,-25,0.2,4,0,0,0
1,2993,76,6,0.2,0,0,-1,1
1,2287,24,4,-0.2,3,1,2,1
0,-3895,-20,12,-0.2,-10,0,-2,-1
1,742,38,27,0.6,0,-1,0,0
1,-1230,-60,-18,0.2,1,0,-2,0
1,9461,62,17,1,8,1,0,4
1,5897,60,29,1.2,8,0,2,2
0,2145,11,20,0,0,1,-1,0
0,844,32,26,0.4,0,1,2,1
1,-251,1,15,0,1,0,-2,0
1,2340,25,0,-0.4,3,-1,-1,1
1,2933,39,-25,0,2,1,-1,1
1,-2020,-22,-16,0.2,-2,-1,-2,-1
0,-790,6,-7,-0.4,1,0,2,-1
1,-976,-6,-12,-0.2,-3,1,-1,0
1,3902,47,2,0.6,5,-1,1,1
1,-289,-27,-28,-0.8,2,1,2,1
1,-205,-1,0,0.2,-4,0,0,0
1,6598,-17,15,1,13,1,2,3
1,9696,117,30,1.2,7,1,1,4
0,-2397,-22,-27,0,1,-1,0,-1
0,-2036,-5,-16,-1,-5,1,-2,0
0,-1014,-68,12,-0.4,-1,1,-2,0
0,-2199,-25,-9,0.2,1,0,2,0
0,3441,48,-12,0.6,5,0,0,1
1,1870,26,7,0.6,0,-1,1,0
0,-4922,-53,8,-1,-5,-1,-1,-3
1,2351,67,2,0.4,2,-1,-2,0
0,6137,52,26,0.8,7,1,2,1
1,12411,116,20,1.8,14,1,2,6
1,1544,4,-12,0.4,9,0,-1,-3
0,-2775,-34,24,-0.4,-7,1,-1,-1
0,-1731,-15,-24,-0.4,-2,-1,0,0
0,957,29,-30,0,3,1,-1,0
1,7196,52,-16,0.8,8,0,2,3
1,-1221,-21,42,0,1,0,1,-1
0,-1264,-30,-7,0.2,2,0,0,-1
0,-6896,-27,-11,-0.2,-6,-1,-2,-3
0,-3317,31,9,-0.6,-2,-1,-1,-1
1,-2797,-40,-28,-0.4,-1,-1,-2,0
1,1088,-21,-13,0.4,4,-1,0,-1
0,-1278,-33,-27,0,-1,0,0,0
0,-1595,1,-29,0,0,0,-2,0
1,4657,-23,4,0.4,12,0,2,1
0,-266,-19,-20,-0.2,-3,-1,0,1
0,1120,35,-5,0,3,1,1,0
0,-1419,-42,-4,-0.4,-3,-1,2,0
1,4807,24,20,1,8,0,2,1
1,8920,48,4,0.6,17,1,2,3
1,3322,59,20,0.2,9,-1,1,0
1,2081,40,3,0,-1,1,-1,0
1,13839,76,68,2,23,1,0,5
0,1482,2,-3,0.4,1,1,0,1
0,-674,15,17,0,0,-1,1,-1
0,-926,37,-6,-0.2,-4,0,2,1
1,3491,-15,11,0,6,1,2,2
1,6547,16,-3,0.6,12,1,2,3
1,224,15,22,0.2,-3,0,-1,-1
0,-3511,4,-60,-1.4,-3,0,-1,0
0,-3207,-25,-14,-0.6,-5,1,-1,0
1,6845,-3,-6,0.8,11,1,-1,2
1,4227,25,0,0.6,7,1,-1,2
1,2111,-77,19,0.4,4,1,2,1
0,-5280,-30,23,-0.2,-7,-1,1,-1
0,-2156,-2,-14,0.2,-1,1,-1,0
1,9196,84,-4,0.8,12,1,2,3
1,2125,3,-6,1,3,0,-2,0
1,2268,14,39,0.4,5,-1,2,1
0,-9340,-59,16,-0.8,-7,-1,-1,-1
0,1058,28,-20,0,0,1,-1,1
0,-1505,29,7,0,-7,1,-2,1
1,3768,30,4,0.6,6,-1,-2,0
0,3331,21,24,0.4,4,1,0,0
0,-8216,14,-53,-1.2,-10,-1,-2,-3
1,2295,73,-33,0,0,1,0,2
1,2537,1,56,0.8,4,0,0,-1
0,-4098,-12,-44,-0.8,-9,0,-2,0
0,-9219,-31,-59,-2,-11,0,0,-3
1,6115,40,9,1.2,7,1,2,2
1,3990,9,4,0.2,6,1,-2,1
0,-6687,-27,-4,-1,-9,-1,-2,-3
1,161,11,-2,0,0,-1,-1,0
1,2108,9,-14,0,5,1,-1,1
1,-1620,27,-19,-0.4,-4,-1,-2,0
1,5014,45,-2,0.8,7,0,0,1
1,10335,102,-18,1.2,19,-1,2,3
0,-1527,-15,-4,-0.8,-3,1,0,0
1,7036,-22,11,1.2,10,1,2,3
1,2461,30,13,0.2,1,-1,-1,0
1,3901,73,21,1,6,0,2,1
1,8584,29,-6,0.8,9,1,-1,3
0,-2850,-45,-16,-0.8,-8,0,0,1
1,6651,58,-12,0.6,7,1,-1,1
1,-3793,-34,-29,-0.6,-2,0,-1,-2
0,-6800,-25,-34,-0.8,-6,0,2,-2
1,-2954,-11,-12,-0.4,-6,1,0,-1
1,4741,76,11,0.4,4,1,1,2
0,-1648,5,-12,0,0,-1,1,-2
0,-5433,-35,-4,-1,-8,-1,-2,-2
0,-6761,-32,-8,-1.2,-9,0,0,-1
1,2834,33,-33,0.4,2,1,0,2
0,3328,-36,22,0.4,9,1,0,1
1,-3252,-55,12,0,-5,1,-1,-1
0,-5823,-40,-60,-0.8,-4,1,-2,-2
1,442,-19,-16,0.2,3,-1,-1,0
0,333,-10,-12,0,4,1,-1,0
1,688,19,19,-0.2,-1,1,0,0
1,4674,56,-1,0.2,6,1,1,1
0,-6277,-45,-22,-0.4,-7,-1,2,-3
