blue_win,GoldDiff,MinionDiff,JgMinionDiff,LevelDiff,KillDiff,HeraldDiff,DragonDiff,TowersDiff
0,-6170,-21,-12,-0.8,-7,0,-1,-1
1,-1775,-43,-33,-0.6,0,1,-1,0
0,-5062,8,-17,-0.6,-10,-1,-2,-1
1,2382,4,23,0.2,0,1,-1,1
0,-4499,27,-41,-0.4,-6,-1,1,-1
0,-1271,-52,14,0.4,1,-1,-1,0
0,-6428,-68,3,-1.2,-10,-1,-1,-1
0,-2351,-12,-15,-0.2,-2,-1,-2,-1
1,6750,-12,-10,1,13,1,2,2
1,2958,-21,71,0.8,2,1,0,1
0,2694,60,-4,0.2,3,1,0,1
0,-2792,-22,-5,0,4,-1,0,-2
0,-3499,-23,-52,-0.4,0,-1,-2,-2
0,-10355,-47,-58,-1.2,-10,-1,-1,-3
1,4804,-6,-8,0.6,6,-1,1,1
0,-1327,-48,-5,-0.4,-3,1,2,-1
0,49,-14,8,-0.6,-3,1,-1,1
0,-268,-31,-32,-0.6,0,1,-2,2
0,-3406,-21,-2,-0.2,-6,0,-1,-1
0,-4783,-43,1,-0.6,-6,-1,0,-2
0,-4089,-59,-16,-0.2,-4,0,0,-1
1,-3279,22,-43,-0.2,-5,-1,-2,-1
1,4552,58,-13,0.4,6,0,1,1
1,7354,58,17,0.8,7,1,1,4
0,-1198,-48,15,-0.2,1,0,1,0
1,-1128,63,10,0,-4,-1,1,0
1,1026,2,1,-0.4,1,1,0,2
1,7324,18,31,1,16,-1,1,0
0,-2567,-41,-24,-0.2,-3,0,-1,0
1,-771,-14,21,0.4,0,-1,2,-1
0,638,-50,-22,0,2,-1,1,0
0,-5086,-7,-18,-0.4,-6,-1,-2,-2
0,2627,30,14,0.2,2,0,2,1
1,7401,30,-36,0.6,14,1,2,4
1,1539,-1,5,0.8,10,-1,2,0
1,-419,-35,7,0.2,4,-1,2,0
1,4986,8,39,0.8,3,1,2,2
1,3140,19,23,0.4,3,1,-2,1
1,-1353,46,-10,-0.4,-3,1,1,0
0,-1407,-28,9,-0.2,-4,1,0,1
0,1029,72,-37,0,1,1,1,0
1,5245,11,10,1,7,1,0,4
1,131,-42,2,-0.2,2,-1,-2,-1
1,11285,109,26,1.6,8,-1,1,6
0,-7439,-48,-5,-0.8,-11,-1,-2,-3
0,-1590,-15,-28,-0.4,-2,0,1,0
1,3033,34,-20,0.2,0,1,-2,2
0,5,-35,37,-0.2,-1,0,1,0
1,1731,39,-1,0.4,3,-1,1,0
1,5175,65,-16,-0.2,6,-1,-2,2
0,3182,82,-9,0.2,1,-1,2,1
1,1656,-3,12,-0.2,5,0,1,0
1,5790,40,-4,0.8,9,1,-2,2
1,-2363,19,-6,-0.4,-3,-1,-2,-2
1,5585,59,35,0.6,10,1,1,0
0,-432,2,17,-0.2,-2,1,0,1
0,-3827,-30,-4,-1,-8,1,0,0
1,-6062,-48,-10,-1.4,-11,-1,-1,-2
0,-29,18,-10,0,-1,1,-2,1
1,6175,74,-41,0.4,10,1,-1,2
1,-3929,-19,5,-0.4,-2,-1,2,-1
1,4101,-19,9,0,6,1,2,2
1,4065,28,51,0.8,4,0,2,1
1,-1263,9,15,0.2,-2,-1,0,-2
0,2668,-45,-21,0.2,8,-1,1,1
1,1177,30,-12,0.2,7,-1,0,0
0,-6300,-39,-39,-0.8,-8,-1,-2,-1
1,6400,89,0,1,13,1,1,1
1,-3583,-16,-13,-0.2,-2,-1,1,-2
0,-2779,-68,1,-0.2,-1,1,0,-1
1,3988,17,5,0.6,5,1,-1,3
0,1347,-21,-6,0.8,6,1,0,0
0,-4662,-23,2,-0.8,-8,1,-2,0
1,667,24,-8,-0.4,-3,0,1,1
0,-4021,-11,14,-0.8,-10,0,-1,1
1,-1528,8,0,0.4,-3,0,0,-2
1,3338,30,-1,0.2,7,-1,0,0
1,-1448,-4,-18,-0.4,-2,-1,-1,0
0,-9158,-39,-39,-1.2,-12,-1,-2,-3
1,-4630,-69,-5,-0.4,-4,-1,-1,-2
0,-6832,10,-39,-1,-10,-1,-2,-4
1,4585,27,-9,0.2,8,1,2,1
0,-2798,13,-29,-0.8,-5,-1,0,0
1,-661,15,-21,-0.6,-1,1,-1,1
1,-1575,17,26,0.2,-2,0,-1,-1
1,909,39,11,-0.2,-1,1,2,0
0,798,32,5,0.4,-1,-1,1,0
1,1027,-15,-8,-0.6,3,1,-1,1
0,1105,9,-26,-0.2,1,-1,1,0
0,-7496,44,-20,-0.6,-11,-1,-1,-3
0,-6120,-2,4,-0.6,-12,-1,-2,-1
1,4058,15,-7,0,6,1,2,1
1,-25,16,-36,0,0,1,-1,1
0,-3956,-34,-27,-0.6,-7,1,0,0
1,8714,44,42,1,10,1,-1,3
0,-581,11,-19,-0.2,0,1,-2,0
1,-1554,-47,0,-0.2,1,-1,2,-1
0,-2057,7,16,-0.2,-6,0,1,0
1,1390,-27,-17,0.4,7,-1,-2,0
0,-2321,-20,6,-0.2,-5,1,-1,0
0,-3517,-56,6,0,-2,-1,-2,-1
1,2357,18,-24,0,4,0,2,1
0,-7237,-57,-51,-1.4,-10,-1,-2,-2
0,-8474,-38,-44,-1.2,-15,0,-2,-2
1,2547,40,6,0.8,3,-1,-1,1
1,-562,-63,12,-0.4,-1,1,0,0
0,687,39,-6,-0.2,-3,-1,-1,1
0,1423,5,2,0,-2,1,-2,0
1,522,-32,31,0,1,0,0,-1
0,-2305,-52,-8,-0.4,-2,0,0,0
1,-3374,2,-21,-0.2,1,-1,0,-3
1,10265,12,57,1.2,12,1,1,3
1,3673,15,22,0.8,5,-1,2,1
0,-4163,-43,-12,-0.6,-3,-1,0,-2
0,-4723,-52,-59,-1.2,-3,1,0,-1
1,-3101,-24,-7,0,-2,-1,0,-1
0,-7349,-53,13,-1.2,-9,-1,1,-2
1,122,-35,6,-0.2,0,1,-1,1
1,2249,10,-3,0.2,4,1,-2,0
1,457,-17,53,0.6,4,-1,2,0
1,4936,66,22,0.4,6,1,1,2
0,-9792,-143,-39,-1.8,-5,-1,-2,-3
0,-287,-9,-15,0,3,-1,0,-2
0,-4131,-66,-1,-0.2,-5,1,-2,-1
0,-1453,18,-11,-0.2,-1,-1,0,-1
1,-4238,-63,-11,-0.4,-4,1,-1,0
0,-3963,-42,-24,-0.4,-2,0,0,-1
0,1147,-26,-25,-0.2,0,1,0,1
0,1685,18,20,0,-2,1,-1,2
1,10278,100,-15,1.6,19,1,2,6
1,989,23,-1,0.6,3,-1,-1,0
0,-517,1,-1,-0.4,-2,0,-2,0
0,-6281,-96,7,-0.6,-7,-1,-2,-1
1,2444,19,50,0.6,4,-1,0,0
0,-3747,-20,26,0,-5,-1,-2,-2
1,8290,52,35,1,11,1,2,3
1,1169,15,24,-0.2,5,1,-1,-1
0,1303,0,33,0.8,4,1,-1,-1
1,4056,69,-25,0.2,4,-1,0,1
0,-10269,-105,-14,-1.2,-7,-1,-2,-5
0,-6074,-3,-1,-1,-10,-1,-1,-2
1,3689,-21,25,0.8,5,1,-1,1
0,-12256,-150,-52,-1.8,-9,0,-1,-6
0,-1369,8,12,-0.2,-5,1,-2,1
1,1160,23,0,0.4,0,0,1,0
1,3408,77,8,0,-3,1,0,2
1,5608,44,-9,0.8,7,1,0,2
0,-2838,-36,9,-0.6,-1,-1,0,-2
0,-2278,-82,7,-0.6,-2,-1,-2,-2
1,1044,55,-7,0,-4,-1,0,1
0,-2463,-6,-14,-0.2,-2,-1,0,-1
1,-3092,13,-2,0,-4,-1,1,-2
1,542,-3,-4,0.4,0,0,1,0
1,-2821,-6,-8,-0.6,-4,0,-1,-1
1,2913,14,-11,0.8,4,-1,-2,0
1,5092,93,7,0.6,3,0,1,2
1,4271,43,-6,0.4,11,0,2,0
1,-2570,-22,36,0.2,-3,-1,2,-1
1,5753,-10,-5,0,8,1,2,3
1,1388,6,-26,-0.2,2,1,-2,1
0,-7968,-64,22,-0.4,-9,-1,-2,-3
1,-1072,29,23,0.6,-3,-1,1,-1
1,3189,2,-3,0.4,4,1,-2,2
1,10345,57,56,2.2,12,1,2,3
0,-5129,-2,14,-0.2,-2,-1,0,-1
0,-2448,18,10,-0.2,-5,-1,-2,-1
1,13824,117,15,2,17,1,1,6
0,2412,73,-10,0,0,1,-1,1
1,2659,15,20,0.2,4,0,2,-1
1,-4389,-17,-43,-0.2,-5,0,0,-2
0,-2395,-14,-52,-0.4,-1,-1,1,-1
1,2872,32,48,0.6,1,1,2,1
1,1804,-36,-7,0.4,5,1,-1,0
0,-2275,10,-31,-0.8,-3,-1,0,0
1,3417,31,-7,0.6,5,1,2,1
1,9521,143,53,2.8,3,1,1,5
0,-241,0,0,0.2,0,0,1,0
1,6191,25,1,0.8,11,1,2,0
1,3402,85,8,0.4,3,-1,2,0
1,-3198,-44,7,-0.2,-6,-1,-1,-2
0,-352,76,-25,-0.6,-5,-1,1,1
0,-4020,-4,-3,-0.6,-5,-1,1,0
1,3169,5,20,0.4,5,1,1,1
0,-1891,-25,-39,-0.6,-2,-1,-2,0
0,-7566,-6,-17,-1.2,-12,1,1,-3
0,-7574,-135,-8,-1.4,-8,1,-2,-2
0,-6155,-125,-16,-0.8,-5,0,1,-2
1,4411,64,-6,0.6,4,1,0,2
1,-2380,4,-17,0.2,0,-1,0,-1
0,-8069,-42,-1,-1.2,-14,1,-1,-3
0,78,16,-27,-0.4,3,0,-1,0
0,-13083,-68,-50,-1.8,-15,-1,-2,-6
1,1956,-15,50,0.6,2,1,1,1
0,-7012,-61,-31,-1,-10,-1,-1,-2
1,7950,52,24,1.2,13,0,1,1
1,604,18,9,0.4,-3,1,2,1
0,-1353,20,-2,-0.2,-11,-1,-2,0
1,1674,6,-26,0.2,2,1,2,1
0,-4033,-78,12,-0.4,-1,0,-1,-2
0,-3343,-63,-23,-0.4,-6,-1,-1,0
1,8459,98,28,1,10,1,2,3
0,-3199,34,-9,-0.4,-6,0,-1,-1
0,881,43,-7,-0.6,-2,1,-1,0
0,-7131,-78,-6,-1,-9,1,0,-2
0,-754,-72,10,-0.4,3,-1,-2,-2
1,-2494,-20,23,0.2,-3,-1,2,-1
1,1431,57,-38,0.4,2,-1,0,0
1,-1471,1,32,0.2,1,-1,2,-2
1,7901,73,7,1.4,7,1,2,4
1,384,-43,25,0,-2,1,2,1
1,6383,36,38,1.2,8,1,2,1
0,-8167,-48,4,-0.8,-14,-1,-1,-1
0,-6331,-69,-29,-1.2,-11,0,1,-2
1,2389,40,29,0.4,0,1,0,1
0,-4795,-33,40,-0.6,-11,1,0,0
1,2831,14,-4,-0.2,3,1,2,3
0,-1050,31,-27,-0.6,-3,1,-2,1
1,1029,4,4,0.4,2,-1,2,0
1,388,-10,-11,0.2,4,-1,0,-1
1,-895,-22,-18,-0.6,-3,1,0,2
0,-3720,24,-21,-0.6,-6,-1,-2,-1
0,-7807,-68,-45,-1.4,-14,0,-2,-2
1,3172,-8,-14,0,2,1,0,2
0,-1591,16,5,-0.4,-3,-1,-1,-1
0,-7114,-35,-29,-1.2,-9,-1,-2,-2
0,-331,-9,-27,0,0,0,-1,0
0,-4132,7,-16,-0.4,-1,-1,0,-1
1,9533,61,45,0.8,9,1,0,3
1,-2529,-21,-1,-0.2,-2,1,1,-1
0,-10221,-32,-42,-1.6,-18,0,-2,-2
1,8686,61,-7,1.4,9,1,-1,3
0,-10252,-94,2,-1.6,-15,1,0,-2
1,1104,-66,3,0.4,1,1,0,1
1,6911,86,-2,0.8,8,-1,2,2
1,2109,3,15,0.6,8,0,1,-1
0,-4361,-7,-7,-0.4,-4,-1,0,-2
0,-8803,-21,-5,-1.4,-14,0,-2,-2
0,617,69,-30,-0.2,-2,0,1,0
0,-7920,-58,-56,-0.8,-8,-1,-2,-4
1,1417,65,0,0,2,-1,2,0
0,1311,-7,-25,0.2,6,1,-2,0
1,4204,9,8,0.4,11,-1,2,1
1,5905,61,27,1.2,5,1,2,2
0,-531,-35,-10,-0.4,0,-1,-1,-1
0,-3578,-51,-34,-1.2,-4,0,0,0
0,-314,21,-15,-0.2,-7,-1,-2,0
0,-892,22,-17,-0.4,-7,-1,-1,1
1,3541,-1,20,0.6,11,-1,2,-1
0,-5589,9,-3,-0.4,-8,0,1,-2
0,-6810,-56,-50,-1,-6,0,0,-2
0,-2790,-64,18,-0.4,-3,1,0,0
1,907,-60,15,0.4,4,1,-1,0
0,-2486,-14,-33,-1.6,-4,1,-1,1
1,12858,157,15,1.4,16,1,1,4
1,7281,9,18,1,10,1,0,2
1,778,12,-1,0.4,2,-1,0,-1
0,-5008,-3,-23,-0.8,-8,1,-2,-1
1,-2478,-44,-2,-0.2,-5,1,1,0
0,-2301,-10,-7,-0.8,-3,1,0,0
0,-7248,-41,1,-0.8,-9,-1,-2,-2
0,-3603,-2,2,-0.8,-9,0,-1,-1
1,189,48,16,0.2,0,-1,-2,0
1,-737,11,10,0.2,-5,1,-1,0
0,2246,-19,53,0.6,2,1,-2,0
1,2803,37,25,0.4,2,1,0,0
0,-3783,-43,2,-0.2,-1,-1,1,-1
1,7026,-35,-5,1.2,15,1,1,2
1,-1624,-10,4,0.4,-4,0,0,0
0,-4508,-2,-4,-0.6,-7,1,-1,-1
1,4336,-34,28,0,4,1,1,2
0,-1602,-49,12,0,2,0,0,-2
0,2203,10,-17,0.2,1,-1,-1,1
1,-840,12,-37,0,4,-1,2,-1
0,-1621,-39,24,-0.2,-2,0,-1,0
0,-6750,-67,7,-1,-12,1,-2,0
0,-352,-14,-15,0,1,-1,1,0
1,6732,28,-3,1.2,8,1,1,2
1,3921,13,14,0.2,3,1,-1,1
1,2829,26,-7,0.2,6,-1,2,1
0,2844,4,-23,0.4,8,-1,0,0
1,5476,74,24,1.2,9,-1,0,1
0,-12,-17,-13,0.4,0,1,1,0
0,-2363,-9,-16,-0.4,-5,1,-1,0
1,2183,54,-28,-0.2,0,0,-2,1
0,-2442,-19,1,-0.2,-1,0,2,-1
0,-2224,11,-29,0.4,-5,0,-2,0
0,1108,53,10,0.4,1,1,-1,0
0,2103,-21,-9,0.2,6,1,2,1
0,4903,4,4,1.2,12,1,-1,2
0,-6297,9,-20,0,-9,-1,-2,-3
1,10802,109,-5,1.2,10,0,2,5
0,-8618,-110,-53,-2.4,-4,-1,0,-6
1,1275,1,4,0,3,0,2,0
0,-7132,-127,3,-1,-7,1,-1,-3
1,8109,65,48,1.2,9,1,2,3
0,-4507,-77,-41,-0.8,-5,-1,-2,-1
1,6907,85,-5,0.6,13,-1,2,1
0,-5941,51,-7,-0.6,-9,0,-2,-2
1,749,-1,21,0,1,1,0,0
1,7950,-22,32,1.6,17,-1,0,0
1,2227,-34,-17,0.2,5,-1,1,1
0,-3442,-79,31,-0.2,-5,0,2,0
1,8305,69,22,1.4,15,1,1,3
0,-552,-102,-14,-0.4,4,1,-1,-1
0,-6264,-69,-8,-1,-4,0,-1,-1
0,-4083,-21,1,0,-3,-1,-1,-1
0,-4182,-22,3,0,-5,-1,-2,-2
1,2826,16,-8,-0.2,2,-1,2,1
0,79,22,0,-0.2,0,1,0,0
1,3299,-9,-10,0.2,8,1,-1,0
0,-3820,-19,4,-0.4,-6,1,-1,-1
1,4563,39,7,0.6,7,-1,0,1
1,3691,4,28,0.8,6,1,1,1
1,2284,20,1,0.8,6,1,-1,-1
1,12480,65,41,1.8,18,1,0,5
0,-3224,-13,-6,-0.4,-3,1,-1,0
0,-3255,47,-36,-0.6,-7,-1,-2,-1
1,1613,-11,23,0.4,4,1,2,0
0,-948,-6,-11,0,1,-1,0,-1
0,-4752,-26,28,-0.4,-7,-1,1,-2
1,-3145,-56,-24,-0.4,-1,0,-2,-2
0,-3956,-57,-17,-0.6,-9,1,0,0
1,8041,40,0,1,14,1,2,4
0,-3185,-14,-3,-0.2,-3,1,-2,-1
0,-3349,-10,-8,-0.6,-8,1,-2,0
0,-6431,-50,-30,-0.8,-7,1,-1,-1
1,5478,27,-24,0.8,8,-1,-1,2
1,-563,7,10,0.4,1,1,-1,-1
0,-4078,17,-17,-0.4,-6,0,-1,-1
0,-2482,-51,-3,-0.4,-5,1,1,1
1,-639,0,21,0,-3,-1,-1,-2
1,368,-21,-35,0.2,0,1,1,1
0,-5817,-73,-22,-1,-12,1,-2,-1
1,12876,123,84,2.2,14,0,-1,3
1,2430,-58,28,0.2,4,1,1,0
1,-2614,-23,-20,-0.2,-4,-1,2,0
1,182,39,-42,0,0,0,-1,-1
1,3643,-7,27,0,7,0,1,1
0,770,-57,0,0.2,0,1,1,1
0,-4658,21,8,0,-9,-1,1,-1
0,-6248,-12,-55,-0.8,-6,-1,-1,-3
0,394,-35,-6,0.4,2,1,0,0
1,189,21,4,0.4,0,-1,-2,0
0,-7853,-39,-8,-0.8,-14,-1,0,-2
1,1135,-32,-5,0.4,3,1,0,1
0,4827,-31,-20,0.2,8,1,0,3
0,-7423,-45,-23,-1,-10,-1,-1,-1
0,-552,-52,-9,0.2,4,1,-2,-1
1,3765,-43,-8,0.2,10,0,-2,0
1,5544,5,46,0,9,1,2,2
1,1409,-31,18,0.6,7,-1,2,-1
1,-234,57,-27,0.2,2,-1,-2,0
1,1140,-10,9,0.2,0,0,0,1
1,7907,44,33,1,8,1,-1,3
0,-3907,-51,7,-0.4,-4,0,0,-1
1,5146,24,35,0.4,8,1,1,2
1,2200,42,-12,0.4,5,-1,2,0
0,1097,20,18,0.6,2,-1,0,-1
1,4700,19,7,0.8,9,1,2,1
1,-713,6,-9,0.4,0,-1,-2,0
1,8068,109,16,1.6,8,-1,0,1
0,-4663,5,3,-0.6,-8,-1,0,-1
0,-2936,-33,21,-0.4,-6,1,-1,0
1,6058,45,0,0.6,10,1,1,1
1,11211,121,61,1.6,15,-1,1,2
0,-1396,-33,20,-0.2,-7,1,0,2
1,-2066,-13,-13,0,0,1,-2,0
1,2473,-10,1,0.2,5,1,-1,2
1,5200,34,11,0.8,6,-1,2,2
1,2115,-58,13,0.4,5,0,2,0
1,3130,27,9,0.6,2,-1,-1,0
1,1368,-61,23,0.2,3,1,-2,0
1,-273,4,-12,-0.2,-1,0,0,0
1,-1137,8,1,0.2,1,-1,0,-3
1,74,-2,-10,-0.6,-1,1,-1,1
1,-1288,-56,-6,-0.2,-1,-1,-2,-2
1,2820,-14,30,0.4,6,-1,1,0
1,1120,-7,16,0,5,0,2,-1
0,-3876,-8,-2,-0.6,-7,1,-2,-1
0,-6995,-45,-17,-1.2,-9,-1,-2,-3
1,-2288,2,-11,-0.2,-2,-1,0,-1
1,2258,-3,4,0,6,1,2,1
0,-3310,-31,-38,0,0,-1,-1,-1
1,-858,6,2,0.6,4,-1,0,-1
0,-8171,-67,-34,-1.2,-12,0,1,-1
1,4210,20,3,0.6,5,0,-2,2
0,-995,-27,-23,-0.6,-1,1,0,0
1,2823,-6,-13,1,8,1,-1,0
1,4334,74,-13,0.4,3,1,0,1
0,-542,2,-12,-0.2,0,0,-2,0
1,-949,40,19,0.2,-1,-1,1,-1
0,226,-22,20,-0.2,-2,1,1,0
0,-7572,-37,-13,-1.2,-14,-1,-2,-2
1,4389,16,3,0.2,4,1,-1,2
0,-344,-11,-33,0,4,-1,2,0
1,1443,-72,21,0.6,7,1,1,0
0,-3452,2,-9,-0.4,-5,-1,1,-1
0,-1763,-37,-16,-0.4,-3,0,-1,0
0,1516,22,2,0,-1,0,-1,0
0,-787,-64,0,0,4,-1,0,0
0,-5338,3,-7,-0.4,-6,-1,-2,-2
1,6262,31,35,1.2,7,1,1,2
1,4609,47,38,0.6,5,1,2,1
0,-5128,-7,2,-0.4,-3,-1,1,-2
1,2325,-5,27,0.4,4,1,-1,-1
1,7252,72,-1,1.2,7,1,-1,2
1,9570,32,52,1.2,15,1,1,1
1,1714,-36,4,0.4,3,1,0,2
0,-4218,-67,-36,-0.6,-7,-1,-2,-1
1,-1263,-51,-24,-0.4,3,-1,1,0
0,-4357,-80,-23,-1,-9,1,-2,-1
0,-4776,-8,-19,-0.8,-4,-1,1,-2
1,7112,127,20,1,5,1,2,2
0,-7894,-68,-27,-1,-9,-1,0,-3
1,1925,-15,-25,0.4,5,1,2,1
1,1180,17,8,0.4,1,1,0,1
0,-9260,-117,-11,-0.8,-10,-1,-2,-3
0,-2967,-20,-1,0,-1,1,0,-1
0,440,29,-3,0.2,0,1,0,0
1,1998,5,-41,0.4,3,0,1,0
1,2638,44,5,0.4,3,-1,-2,0
1,6038,52,4,0.8,9,0,0,2
0,-1118,-60,-8,-0.2,0,1,-1,0
0,-2672,-58,-29,-0.4,-6,0,-2,0
1,2876,60,-15,0.6,1,1,0,2
1,3586,25,4,0.4,5,1,1,1
0,279,8,-2,0,-4,-1,-2,-1
1,1628,38,6,0.2,3,-1,1,0
1,1096,27,24,0.4,-1,0,1,0
0,2721,-7,-11,0.2,8,1,0,0
0,-42,-52,-8,-0.2,2,1,0,0
1,-1494,37,-32,-0.4,-2,0,-1,0
1,258,37,0,0.2,-3,1,0,2
0,1323,17,22,0,-3,1,1,2
0,481,-28,25,0.2,4,1,2,-1
0,3386,91,9,0.6,-1,1,-2,1
1,363,1,28,0.2,-1,1,2,0
0,-237,15,-49,0,-1,-1,-1,0
0,586,2,-3,0.2,0,1,-1,0
1,-327,-34,28,-0.2,-2,1,0,0
0,2603,-1,30,0.2,4,0,0,0
1,1336,26,19,0.4,-4,1,-2,2
1,3331,-25,-2,0.4,4,1,0,1
0,-1601,-34,6,0,0,-1,-2,-2
1,-1302,-6,-20,-0.6,-4,1,0,0
0,-5703,-42,5,-0.4,-6,-1,-2,-1
0,2496,-2,-18,0.6,5,1,0,1
0,-11361,-134,-14,-1,-13,-1,0,-3
1,-1019,-18,-14,-0.2,-2,0,2,0
0,-3250,-9,0,-0.8,-6,1,0,-1
1,2262,-53,4,0,3,1,-1,1
1,-590,20,-7,0.2,1,0,-2,-1
0,-239,-7,-3,-0.4,0,1,-1,0
1,-709,-5,13,-0.2,-2,1,-2,1
0,966,21,-5,0.2,1,0,0,0
1,3051,10,-7,0.2,6,1,1,1
1,5425,23,-16,0.8,8,-1,2,2
1,6691,-6,-29,0.4,11,1,2,3
0,-6499,-97,-30,-2,-1,-1,-2,-3
1,4796,10,41,0,5,1,2,2
1,6526,36,26,1,11,1,2,1
0,-691,59,-64,-0.4,1,-1,-2,-1
0,1327,52,13,0.4,1,-1,0,0
0,-6796,-43,-10,-0.4,-6,-1,2,-3
1,-2458,-27,-28,-0.6,2,-1,1,-1
1,-255,-28,27,0.2,-2,1,-2,1
0,-3482,-41,-24,-0.8,-5,0,-2,0
1,10,1,-10,0,0,1,-1,1
0,-3130,-53,2,-0.8,-3,1,-2,-1
0,-5184,-53,-17,-0.6,-7,-1,-2,-1
0,-11931,-163,-25,-1.8,-11,-1,-1,-6
0,-7899,-76,-13,-0.6,-4,-1,-1,-3
1,1379,-58,-40,0.2,11,1,1,-2
0,-705,-24,-3,-0.2,-2,1,-1,1
0,-5137,-46,-1,-0.4,-7,-1,0,-1
1,8255,66,21,0.4,10,1,2,4
1,-376,3,-15,-0.2,4,-1,0,-1
0,1311,13,-7,0.2,-1,1,-1,2
1,3394,27,17,0.4,3,1,2,2
1,1223,18,-14,0,3,1,-2,0
1,2694,4,27,1,3,0,0,1
1,1429,12,12,0.2,4,-1,0,0
0,827,-8,5,-0.4,1,1,-2,0
0,-10807,-150,-14,-1.2,-14,0,1,-2
0,998,54,-25,0,-3,0,1,1
0,495,62,-4,-0.2,-6,1,0,1
1,8098,18,26,1.2,11,1,2,2
0,-5149,-8,-4,-0.2,-5,-1,-2,-3
1,6412,-5,-2,0.4,11,1,2,3
0,-999,44,-16,0.2,-5,-1,0,1
1,7846,49,-13,1.2,12,1,0,4
0,-4265,-51,39,-0.8,-10,0,-2,-2
1,1681,57,-2,0,-1,1,-2,1
0,-3979,-15,-34,-1,-10,0,-2,0
1,4047,-31,-4,0.8,14,-1,0,1
0,195,-39,-6,0.2,7,1,1,0
0,-705,17,-15,0,-1,-1,0,0
0,-4874,34,-17,-0.6,-9,-1,0,-1
0,-3980,-90,-26,-0.2,0,0,-2,-1
0,-548,-14,-1,-0.2,-2,0,0,0
0,-3370,-32,20,0,-2,-1,-2,-2
0,-5041,-8,-43,-0.6,-9,1,1,-1
0,3945,49,7,0.4,5,-1,0,2
1,1563,-5,45,0.8,3,-1,-1,-1
0,-2958,-56,-8,-0.4,-3,0,0,0
0,-312,-13,-1,0.6,3,-1,2,-1
1,4201,-16,12,0.8,9,1,2,0
1,6919,66,11,1.2,13,-1,0,1
0,-2169,-13,-25,-0.2,-5,0,-1,0
1,6328,61,20,1,11,-1,1,1
0,-2404,-3,-36,-0.4,-4,0,-1,0
0,-6117,-18,-50,-0.8,-5,-1,-2,-4
0,-899,-11,-18,-0.2,0,1,-2,0
0,-691,37,-24,-0.2,-2,1,-2,0
1,1272,18,33,0,-4,-1,-2,2
1,4854,25,39,1,7,-1,1,0
1,921,-72,-8,0,1,1,2,1
1,-1625,-19,20,-0.4,0,-1,2,-1
1,10791,37,58,1,17,1,2,4
0,-4763,-27,0,-0.4,-6,1,-2,-1
0,526,13,-2,0.2,2,0,0,1
0,-9366,12,-4,-1,-11,-1,-1,-3
1,11797,150,-8,1.4,7,1,0,10
0,-847,-50,-2,-0.8,-2,1,0,1
1,1758,16,38,0.8,6,-1,2,-1
1,1853,-16,0,0,-2,1,-2,2
1,1660,15,-29,0.2,5,-1,-2,0
0,-10375,-81,0,-1,-11,-1,-2,-4
0,-520,14,-39,-0.4,-2,0,-2,-1
1,9787,31,62,1,11,1,1,2
0,2210,-15,7,0.4,3,1,0,1
1,2034,48,7,0.4,2,1,0,0
0,-6050,-5,-16,-0.8,-10,1,0,-2
0,-9379,-121,-56,-0.8,-9,-1,-2,-5
0,-9313,-107,-49,-1.8,-10,-1,-2,-2
1,5034,1,-4,0,8,0,0,2
1,6133,-26,22,0.6,14,1,2,3
1,1906,-8,-21,-0.2,3,1,2,1
1,998,22,14,0,1,1,2,1
1,2042,10,25,0.8,3,0,-1,0
0,-578,30,-10,-0.6,-3,-1,-2,0
1,3802,14,17,0.2,1,1,0,3
0,-7486,-32,-41,-1.2,-11,-1,-2,-1
1,-932,-6,10,0,-2,0,-1,0
0,-4095,-45,-2,-0.8,-4,0,1,-1
1,2459,34,0,0.2,5,1,-2,0
0,-2394,-4,-4,0.6,-1,0,0,0
0,-7553,-82,23,-0.6,-10,1,0,-2
1,-3550,-49,-15,-0.6,-1,0,0,-1
1,5099,-16,32,1.4,10,1,-1,1
1,-944,25,-6,-0.2,-5,-1,1,0
1,478,-43,4,-0.2,3,1,-2,0
0,-1143,-66,3,-0.2,1,1,1,0
1,2645,3,-20,0.2,5,-1,2,1
1,6746,-22,23,0.4,10,1,0,2
1,19,-13,-6,-0.2,2,1,1,0
1,748,-52,20,0.6,0,1,1,0
1,2992,5,-9,0.2,6,1,2,2
1,-1497,-43,-6,-0.2,-1,1,-1,0
1,-3522,10,15,-0.6,-8,0,1,0
0,630,8,5,-0.6,-3,0,0,1
0,-7297,-46,-20,-1.2,-9,-1,0,-2
0,-2019,12,-20,-0.2,-3,-1,1,0
0,35,19,16,-0.2,-1,1,-1,0
0,-6434,-74,0,-1,-5,-1,-1,-3
0,1294,15,14,0.4,2,1,2,0
0,-938,6,-31,0.4,2,-1,-2,0
1,1283,-25,16,0.2,3,0,2,-1
1,3541,32,-8,0.6,7,1,1,0
1,525,59,15,0.6,0,-1,-1,-1
0,-579,-41,6,-0.2,-2,1,-1,-1
0,-587,-104,0,0.4,7,-1,1,-2
0,3488,-39,36,0.4,5,1,0,0
1,5510,3,-16,0.6,10,1,-1,2
1,8083,83,31,1,9,1,0,2
1,507,-54,13,-0.2,0,1,1,1
1,4141,10,4,0.4,5,1,-2,1
0,-4863,-22,2,-0.4,-10,1,1,-1
